NameDeposit,Includes,OtherNames,Country,CountryCode,StateProvince,LatitudeDecimal,LongitudeDecimal,AgeMY,Deposit Age,Tonnage,Copper grade,Molybdenum grade,Gold grade,Silver grade,Subtype,EmpacementDepthkm,Assoc Deposits less 10km,Assoc Deposits less 5km,DepositID,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,Minerals,RocksInDeposit,RocksOnMap,RocksOnMapInDeposit,DiscoveryDate,StartupDate,OreAAxis,OreBAxis,OreArea,AlterAAxis,AlterBAxis,AlterArea,SulfideAAxis,SulfideBAxis,SulfideArea,Comments,References
Carrizal,,,Argentina,AGTN,San Juan,-30,-69.1666666666667,261,261,,0,0,0,0,17,0,n.d.,n.d.,327,-30,0,,-69,-10,,"arsenopyrite, biotite, Bi–sulfotellurides, chalcocite, chalcopyrite, chlorite, gold, magnetite, melnikovite, molybdenite, pyrite, pyrrhotite, sericite, sphalerite ","dacite porphyry, rhyolite porphyry",n.d.,"sandstone, siltstone",1943,n.d.,0,0,0,1,0.4,0.3,0,0,0,"In rhyolite porphyry: ≤219 ppm Cu, 114 ppm Zn, 140 ppm Pb, 6.4 ppm Ag, and 3.9 ppm Au. 90% of the deposit area is covered by alluvium and colluvium.","Rubinstein, N.A., 1999, Manifestacion de porphyro cuprifero Carrizal, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 785–787. "
Cerro  Mercedario,,,Argentina,AGTN,San Juan,-31.95,-70.05,13,13,,0,,0,0,17,0,n.d.,n.d.,331,-31,-57,,-70,-3,,"biotite, chalcopyrite, pyrite",monzonite porphyry,n.d.,n.d.,n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.

Zappettini, E.O., Godeas, M., and Segal, S., 1999, Mapa metallogenetico de la Republica Argentina, escala 1:2,500,000, 2 fol., in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, v. I and v. II—2172 p."
El  Oculto,,,Argentina,AGTN,Jujuy,-24.1333333333333,-66.6,0,n.d.,,0,0,0,0,17,0,22c,n.d.,314,-24,-8,,-66,-36,,"bornite, chalcopyrite, limonite, molybdenite, pyrite, turquoise","breccia, dacite porphyry",n.d.,"conglomerate, sandstone",n.d.,n.d.,,0,0,0,0,0,0,0,0,"600 ppm Cu, 0.1 g/t Au, 85 ppm Mo","Godeas, M., Cardo, R., Carrizo, R., Zuloeta, C.G., Gonzales, R., Jr., Korzeniewski, L.I., Lopez, H., Mallimacci, H., Martinez, L. Ramallo, E., Valladares,H., and Zubia, M., 1999, Inventario de yasimentos y manifestaciones de minerales metaliferos e industriales de la Republica Argentina, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1979–2172.

Zappettini, E., Miranda-Angles, V., Rodrigez, C., Palacios, O., Cocking, R., Godeas, M., Uribe-Zeballos, H., Vivallo, A.S., Paz, M.M., Seggiaro, R., Heuschmidt, B., Gardeweg, M., Boulangger, E., Korzeniewski, L., Mpodozis, C., Carpio, M., Rubiolo, D., 2001, Mapa metallógenico de la región fronteriza entre Argentina, Bolivia, Chile y Perú (14oS y 28oS) Servicio Nacional de Geología y Mínera – Chile, Publicatión Geologica Multinacional, no. 2, 222 p., 1 mapa escala 1,000,000. "
El  Salado,,,Argentina,AGTN,San Juan,-30.9333333333333,-69.6333333333333,0,n.d.,,0,0,0,0,17,0,n.d.,22c,329,-30,-56,,-69,-38,,"chalcopyrite, chlorite, epidote, pyrite, sericite","rhyodacite, rhyolite porphyry",n.d.,"agglomerate, conglomerate, granodiorite, limestone, tonalite",1994,n.d.,0,0,0,0,0,0,0,0,0,"Classic zoned porphyry copper deposit: 0.3–0.8% Cu, 0.1–0.2 g/t Au","Cardo, R., 1999, Distrito polimetallico Castaño Viejo, San Juan, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 857–863.

Climax Mining Ltd.–Argentina Exploration, 1996, Upsallat graben project: 1996 Annual Report, http://www.climaxmining.com.au/annual_96/html/argentina.html

Little, M.L., 1995, South America, Argentina, exploration review: SEG (Society of Economic Geologists) Newsletter, no. 23, p. 29–30. 
"
Filo  Colorado,,,Argentina,AGTN,Catamarca,-27.3833333333333,-66.2166666666667,,n.d.,,0,0,0,0,21a,0,20c,n.d.,324,-27,-23,,-66,-13,,"biotite, bornite, chalcocite, chalcopyrite, chrysocolla, chlorite, covellite, epidote, limonite, malachite, molybdenite, pyrite, sericite, tourmaline ","breccia, rhyodacite porphyry ",n.d.,"andesite, basalt, granite, schist",1971,n.d.,0,0,0,1.2,1.2,1.1,0,0,0,"Resource: 9 Mt at 0.25% Cu, 0.02% Mo, and 0.02 g/t Au. ","Guillou, J., 1999, El porfiro cuprifero Filo Colorado, Catamarca, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1493–1494.

Koukharsky, M., and Mirré, J.C., 1976, Mi Vida prospect: a porphyry copper-type deposit in northwester Argentina: Economic Geology, v. 71, p. 849–863.

Sasso, A.M., and Clark, A.H., 1998, The Farallón Negro Group, northwest Argentina: magmatic, hydrothermal and tectonic evolution and implications for Cu-Au metallogeny in the Andean back-arc: SEG (Society of Economic Geologists) Newsletter, no. 34, p. 1, 8–18."
Inca  Viejo,,,Argentina,AGTN,Salta,-25.1444444444444,-66.7625,15,15,,0,0,0,0,17,0,22c,n.d.,318,-25,-8,-40,-66,-45,-45,"azurite/malachite, biotite, chalcocite, chalcopyrite, chrysocolla, goethite/limonite, gold, hematite, jarosite, molybdenite, pyrite, sericite, tourmaline, turquoise","breccia, dacite porphyry ",quartzite,"andesite porphyry, sandstone, siltstone",Ancient time,n.d.,0,0,0,3,1.5,3.5,0,0,0,Grades range from 0.1 to 0.7% Cu; 0.12 to 0.25 g/t Au. Exposed. ,"Chabert, M.R., 1999, El porfiro cuprifero Inca Viejo, Salta, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1429–1436.

Godeas, M., Cardo, R., Carrizo, R., Zuloeta, C.G., Gonzales, R., Jr., Korzeniewski, L.I., Lopez, H., Mallimacci, H., Martinez, L. Ramallo, E., Valladares,H., and Zubia, M., 1999, Inventario de yasimentos y manifestaciones de minerales metaliferos e industriales de la República Argentina, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1979–2172.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinian Andes: Economic Geology, v. 72, p. 99–109.

Zappettini, E., Miranda-Angles, V., Rodrigez, C., Palacios, O., Cocking, R., Godeas, M., Uribe-Zeballos, H., Vivallo, A.S., Paz, M.M., Seggiaro, R., Heuschmidt, B., Gardeweg, M., Boulangger, E., Korzeniewski, L., Mpodozis, C., Carpio, M., Rubiolo, D., 2001, Mapa metallógenico de la región fronteriza entre Argentina, Bolivia, Chile y Perú (14oS y 28oS) Servicio Nacional de Geología y Mínera – Chile, Publicatión Geologica Multinacional, no. 2, 222 p., 1 mapa escala 1,000,000. 
"
La  Voluntad,,,Argentina,AGTN,Mendoza,-39.1833333333333,-70.6333333333333,281,281,250,0.15,0,0,0,17,0,n.d.,n.d.,338,-39,-11,,-70,-38,,"arsenopyrite, apatite, biotite, bornite, chalcocite, chalcopyrite, chlorite, covellite, epidote, hematite, limonite, molybdenite, pyrite, sericite, sphalerite, wolframite, zeolite",tonalite porphyry,"andesite, conglomerate, dacite, mudstone, rhyolite, sandstone","granite, granodiorite, quartz diorite, tuff",1934,n.d.,0,0,0,8,4,25,0,0,0,Exposed. ,"Garrido, M., and Dominguez, E., 1999, El yacimiento de porfiro cuprifero La Voluntad, Neuquen, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 809–818.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."
Los  Azules,,,Argentina,AGTN,San Juan,-31.2416666666667,-70.1766666666667,,n.d.,,0,0,0,0,17,0,n.d.,n.d.,661,-31,-14,-30,-70,-10,-36,"chalcocite, chalcopyrite, limonite, pyrite, sericite","breccia, rhyolite",n.d.,n.d.,1998,n.d.,303,0.9,2.3,8,5,31.4,0,0,0,Enriched porphyry copper deposit of >200 Mt at 0.7% Cu and 0.1 g/t Au. Exposed. ,"Minera Andes, Inc., 2007, News Release of June 26, 2007, April 10, 2007: www.minandes.com

Rojas, N., 2005, Exploration reviews, Argentina: SEG (Society of Economic Geologists) Newsletter, no. 60, p. 41-42.

The Bull and Bear Financial Report, 2004, Minera Andes, Inc., gold and silver opportunity in Argentina: 
www.TheBullAndBear.com "
Nevados  de  Famatina,La Mejicana (Cu-Au epithermal vein system),la Estrechura,Argentina,AGTN,Rioja,-29,-67.75,4.4,5–3.8,300,0.37,0.06,0.3,0.9,17,0,n.d.,25e (4),326,-29,0,,-67,-45,,"alunite, anhydrite, biotite, barite, bornite, chalcocite, chalcopyrite, enargite, famatinite, gold, goldfieldite, hematite, idaite, kaolinite/illite, luzonite, magnetite, molybdenite, pyrite, pyrophyllite, pyrrhotite, sericite, sphalerite, svanbergite, sylvanite, tennantite/tetrahedrite, wolframite, zunyite ","dacite porphyry, rhyodacite porphyry",granite,"sandstone, shale, siltstone",1904,n.d.,0,0,0,6,4.5,5.1,0,0,0,30% of the deposit area is covered by alluvium and colluvium.,"Brodtcorb de, M.K., and Schalamuk, I.B., 1999, Yacimentos de cobre y oro, la Sierra de Famatina, La Rioja, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1659–1663.

Losada-Calderón, A.J., and McPhail, D.C., 1996, Porphyry and high-sulfidation epithermal mineralization in the Nevados del Famatina mining district, Argentina, in Camus, F., Sillitoe, R.H., and Petersen, R., eds., Andean copper deposits: new discoveries, mineralization, styles and metallogeny:  Society of Economic Geologists Special Publication no. 5, p. 91–118.

Mayon, C.L., 1999, Depositos de molybdeno y cobre diseminados en la Sierra de Famatina, La Rioja, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1495–1505.

Paar, W.H., Topa, D., Brotkorb de, M.K., and Ametrano, S., 1997, Cu–Au veins of la Mejicana ore district, Argentina:mineralogical aspects, in Papunen, H., ed., Mineral deposits: research and exploration, where do they meet?: Proceedings of the Fourth Biennal SGA Meeting, Balcema, Rotterdam, p. 273–276. "
Pancho  Arias,,,Argentina,AGTN,Salta,-24.2,-65.8666666666667,15,15,,0,0,0,0,17,0,n.d.,n.d.,315,-24,-12,,-65,-52,,"biotite, chalcopyrite, pyrite",dacite porphyry,n.d.,n.d.,n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.

Zappettini, E.O., Godeas, M., and Segal, S., 1999, Mapa metallogenetico de la Republica Argentina, escala 1:2,500,000, 2 fol., in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, v. I and v. II—2172 p."
Paramillos  Norte,,,Argentina,AGTN,Mendoza,-32.4166666666667,-69.0833333333333,14,19–8.5,186,0.58,0,0,0,17,0,"17, 22c",25c (3),334,-32,-25,,-69,-5,,"biotite, bornite, calcite, chalcopyrite, cuprite, delafossite, epidote, hematite/specularite, ilmenite, mackinawite, magnetite, molybdenite, pyrite, pyrrhotite, sericite","andesite porphyry, hornfels, latite porphyry, breccia, trachyte","agglomerate, metasedimentary rocks","andesite, monzodiorite",middle 19th century,n.d.,0,0,0,0,0,0,2,1.5,2.4,"Some drill hole values 0.031 to 0.054% Mo, locally 0.6 g/t Au. Exposed.","Carrasquero, S.I., 1999, Porphyry-type and epithermal ore deposits in the Paramillos de Uspallata district, Mendoza, Argentina, in Stanley, C.J., and others, eds., Mineral deposits: processes to processing, v. 1: Proceedings of the Fifth Biennial SGA Meeting, Balkema, Rotterdam, p. 487–490. 

Lavandaio, E., and Fusari, C., 1999, Distrito polimetalico Mendoza Norte, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1705–1716.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."
Paramillos  Sur,,,Argentina,AGTN,Mendoza,-32.4833333333333,-69.1,14,19–8.5,187,0.53,0.01,0,0,17,0,"17, 22c, 25c ",25c,335,-32,-29,,-69,-6,,"biotite, bornite, chalcopyrite, chlorite, cubanite, galena, gold, hematite, ilmenite, jarosite, kaolinite/illite, limonite, mackinawite, magnetite, malchite, marcasite, molybdenite, montmorillonite, pyrite, pyrrhotite, scheelite, sericite, sphalerite, sulfosalt","andesite porphyry, monzodiorite porphyry, diorite porphyry",n.d.,"andesite, calcareous shale, conglomerate, graywacke, rhyolite porphyry, sandstone, tuff ",16 century,n.d.,0,0,0,0,0,0,2,1,1.6,Grades and tonnages early estimates. 50% of the deposit area is covered by Quaternary sediments.,"Carrasquero, S.I., 1999, Porphyry-type and epithermal ore deposits in the Paramillos de Uspallata district, Mendoza, Argentina, in Stanley, C.J., and others, eds., Mineral deposits: processes to processing, v. 1: Proceedings of the Fifth Biennial SGA Meeting, p. 487–490.

Lavandaio, E., and Fusari, C., 1999, Distrito polimetalicoMendoza Norte, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1705–1716.

Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35-68.

Romani, R.R., 1999, El porfiro cuprifero Paramillos Sur, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1513–1523."
Quebrada  del  Bronce,,,Argentina,AGTN,Mendoza,-37.4325,-70.4666666666667,45,45,,0,0,0,0,17,0,n.d.,n.d.,336,-37,-25,-57,-70,-28,,"actinolite, azurite/malachite, biotite, calcite, chlorite, chrysocolla, covellite, epidote, goethite/limonite, hematite, kaolinite, pyrite, sericite, zeolite","breccia, diorite porphyry, hornfels, skarn",n.d.,"diorite, andesite, limestone, sandstone, siltstone ",1978,n.d.,0,0,0,0.8,0.6,0.4,0,0,0,Geochemical anomalies of 291 ppm Cu and 0.03 to 0.09 g/t Au. Exposed.,"Case, A.M., and Malvicini, L., 1999, El porfiro cuprifero con oro de la Quebrada del Bronce, Neuquen, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1337–1341."
San  Jorge,,,Argentina,AGTN,Mendoza,-32.25,-69.4333333333333,260,263–257,381,0.39,0,0.15,0,17,0,20c,n.d.,333,-32,-15,,-69,-26,,"Ag-tellurides, apatite, arsenopyrite, azurite/malachite,  biotite, bismuth, bismuthinite, bornite, brochantite, calcite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cubanite, cuprite, delafossite, epidote, galena, gold, gypsum, kaolinite, limonite, mackinawite, malachite, marcasite, molybdenite, neotocite, pyrite, pyrrhotite, rutile, sericite, sphalerite, telurobismuthite, tenorite, tourmaline","andesite porphyry, breccia, granodiorite porphyry","ignimbrite, andesite","conglomerate, granite porphyry, greywacke, mudstone, sandstone, shale, siltstone",1960,n.d.,0.8,0.4,0.25,0,0,0,0,0,0,0.25% Cu cut-off. 60% of the deposit area is covered by alluvium and colluvium.,"Lumina Copper Corporation, 2004, San Jorge property: Press Release of March 2, 2004: 
http://www.luminacopper.com/s/SanJorgeProperty.asp

Northern Orion Explorations Ltd., 2000, Annual report: 
http://www.northernorion.com/s/NewsReleases.asp?ReportID=11598

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.

Williams, W.C., and Madrid, J., 1999, El porfiro cuprifero San Jorge, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 797–808.

Williams, W.C., Meissl, E., Madrid, J., and de Machuca, B.C., 1999, The San Jorge porphyry copper deposit, Mendoza, Argentina: a combination of orthomagmatic and hydrothermal mineralization: Ore Geology Reviews, v. 14, p. 185–201. "
Taca  Taca  Alto,,Taca Taca Upper,Argentina,AGTN,Salta,-24.5666666666667,-67.7833333333333,29,29,,0,0,0,0,21a,0,n.d.,17,316,-24,-34,,-67,-47,,"alunite, biotite, bornite, chalcopyrite, chlorite, covellite, digenite, epidote, galena, hematite, limonite, magnetite, molybdenite, rutile, pyrite, pyrophyllite, pyrrhotite, sericite, sphalerite, tourmaline, zunyite","breccia, dacite porphyry, rhyodacite porphyry",n.d.,"andesite, dacite, granite, granodiorite, ignimbrite",1967,n.d.,0,0,0,3.5,2.3,6.3,0,0,0,"Resources: 19 Mt at 0.29% Cu, 0.08% Mo, and 0.03 g/t Au. Exposed. ","Blower, S., 2003, Taca Taca property: Lumina Copper Corporation Technical Report, 80 p.:
http://www.luminacopper.com/s/TacaTacaProperty.asp

Rubinstein N.A., Segal, SJ., and Zappettini, E.O., 1999, El porfiro cuprifero Taca-Taca Alto, Salta, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p.1333–1336.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."
Taca  Taca  Bajo,,Taca Taca Lower,Argentina,AGTN,Salta,-24.5833333333333,-67.7333333333333,31,33.6–29,553,0.54,0.016,0.15,0,17,0,n.d.,21a,317,-24,-35,,-67,-44,,"alunite, atacamite, biotite, bornite, chalcocite, chalcopyrite, covellite, coppergalena, goethite/limonite, gold, hematite, jarosite, kaolinite, pyrite, sericite, sphalerite ","granite porphyry, dacite porphyry, rhyolite porphyry ",n.d.," aplite, clastic sedimentary rocks, dacite, granite, granodiorite, tuff ",1967,n.d.,,,,3.4,2,5.3,,,,"Primary ore: 440 Mt at 0.58% Cu, 0.18 g/t Au, 0.02% Mo (0.3% Cu cut-off grade).  Supergene alunite Ar-Ar age: 24 Ma. Exposed.","Blower, S., 2003, Taca Taca property: Lumina Copper Corporation Technical Report, 80 p.: 
http://www.luminacopper.com/s/TacaTacaProperty.asp

Rojas, N., Drobe, J., Lane, R., and Bonafede, D., 1999, El porfiro cuprifero Taca-Taca Bajo, Salta, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1321–1331.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."
Yalguaraz,,,Argentina,AGTN,Mendoza,-32.1377777777778,-69.4391666666667,263.5,270–257,,0,0,0,0,17,0,20c,n.d.,332,-32,-8,-16,-69,-26,-21,"arsenopyrite, biotite, bornite, calcite, chalcopyrite, chlorite, epidote, molybdenite, pyrite, pyrrhotite, sericite, sphalerite, tetrahedrite, tourmaline","breccia, dacite porphyry, diorite, quartz diorite",n.d.,argillite,1961,n.d.,0,0,0,2,1.6,2.5,0,0,0,"Drill holes: 0.14 to 0.5% Cu, 0.13 to 8.1 g/t Au. Exposed.","Madrid, J., and Williams, W.C., 1999, Porfiro cuprifero Yalguaraz, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la República Argentina: Instituto de Geología y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 797–808.

Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."
Agarak,,,Armenia,ARMA,,38.9219444444444,46.1883333333333,39.5,42–37,125,0.56,0.025,0.6,0,17,0,20c,n.d.,397,38,55,19,46,11,18,"arsenopyrite, azurite/malachite, biotite, bismuthinite, bismuth, bornite, carbonate, chalcopyrite, emplectite, enargite, galena, gold, hematite, kaolinite, luzonite, magnetite, molybdenite, pyrite,  pyrrhotite, sericite, silver, sphalerite, tetrahedrite/tennantite, wittichenite","breccia, granodiorite porphyry, granite porphyry, diorite porphyry",n.d.,"granosyenite, monzonite, quartz monzonite",1845,n.d.,0.7,0.25,0.14,0,0,0,0,0,0,"Traces to 0.2% Mo, 0.024 ppm PGE, Re–Os mineralization age is 44–56 Ma","Aloyan, H.P., 2007, Rare metals in the ores of Armenia, in Andrew, C.J., and others, eds., Digging Dipper: Proceedings of the 9th Biennial Meeting of the Society for Geology Applied to Mineral Deposits, v. 1, p. 117–120. 

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian).

Magakyan, I.G., 1980, Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  

Mining Journal, Special Publication, 2005, Armenia, mining development, 12 p.: 
http://www.mining-journal.com/file/supplements/Armenia(scr).pdf 

Movsesyan, S.A., and Isaenko, M.P., 1974, Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).

Tayan, R.N., and Sarkisyan, S.P., 1988,  Shape of the ore stockwork and distribution of copper-molybdenum mineralization in the  Agarak deposit: Proceedings of Academy of Sciences of Armenia Socialist Republic, Earth Sciences, v. 16, no. 3, p. 15–22 (in Russian). "
Ankavan,,,Armenia,ARMA,Pambak ore district,40.6333333333333,44.5166666666667,33,33,,0,0,0,0,17,0,n.d.,18b,393,40,38,,44,31,,"actinolite, azurite/malachite, bornite, carbonate, chalcocite, chalcopyrite, covellite, cuprite, epidote, galena, garnet, goethite, gypsum, hematite, kaolinite, magnetite, marcasite, molybdenite, pyrite, scheelite, sphalerite, Te-minerals, tennantite, tenorite ","aplite, granodiorite porphyry, granosyenite porphyry, lamprophyre, pegmatite, skarn ",n.d.,"granite, limestone, marble, quartz diorite, schist",n.d.,n.d.,0,0,0,0,0,0,4,0.7,2.2,,"Magakyan, I.G., 1980, Alpine copper deposits in the Lesser Caucasus (Extended abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  

Movsesyan, S.A., and Isaenko, M.P., 1974, Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).

Movsesyan, S.A., 1979, Distribution of ore deposits in Armenia: Moscow, Nedra, 219 p. (in Russian). 

"
Dastakert,,,Armenia,ARMA,,39.375,46.0227777777778,22,22,,0,0,0,0,17,0,n.d.,n.d.,394,39,22,30,46,1,22,"alabandite, albite, azurite/malachite, bismuth, bismutite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, emplectite, enargite/tenorite, epidote, galena, germanite, gold, goethite, gypsum, hematite, jarosite, luzonite, magnetite, molybdenite, pyrite, pyrrhotite, renierite, rhodochrosite, sericite, sphalerite, tetrahedrite/tennantite, wittichenite ","diabase porphyry, diorite porphyry, lamprophyre, pegmatite",n.d.,"andesite, gabbro-diorite, granodiorite, hornfels, quartz diorite",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow,  Nedra, 236 p. (in Russian).

Magakyan, I.G., 1980, Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  

Movsesyan, S.A., and Isaenko, M.P., 1974, Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian)."
Kadjaran,,Kadzharan,Armenia,ARMA,,39.1438888888889,46.1377777777778,22,20–24 ,1700,0.27,0.055,0.65,2,17,1.5,n.d.,17,395,39,8,38,46,8,16,"actinolite, albite, anhydrite/gypsum, ankerite, argentite, azurite/malachite, biotite, bismuth, bismutite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cuprite, emplectite, enargite/tenorite, epidote, galena, goethite, gold, hematite/specularite, kaolinite/dickite, luzonite, magnetite, molybdenite, muscovite/sericite, pyrite, pyrrhotite, scheelite, silver, sphalerite, Te-minerals, tetrahedrite/tennantite, wittichenite ","aplite, diorite porphyry, gabbro, granite porphyry, granodiorite porphyry, hornfels, lamprophyre, quartz monzonite, skarn, syenite porphyry","diorite, limestone","andesite, andesite breccia, andesite tuff, granite, granodiorite, monzonite",n.d.,1950,0,0,0,0,0,0,0,0,0,0.016 ppm PGE in ore;  84 ppb Pt and 24 ppb Pd in concentrate.,"Aloyan, H.P., 2007, Rare metals in the ores of Armenia, in Andrew, C.J., and others, eds., Digging Dipper: Proceedings of the 9th Biennial Meeting of the Society for Geology Applied to Mineral Deposits, v. 1, p. 117–120.

Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian).

Magakyan, I.G., 1980, Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an international Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, p. 197–198.  

Mining Journal, Special Publication, 2005, Armenia, mining development, 12 p.: 
http://www.mining-journal.com/file/supplements/Armenia(scr).pdf 

Movsesyan, S.A., and Isaenko, M.P., 1974, Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).

Movsesyan, S.A., 1979, Distribution of ore deposits in Armenia: Moscow, Nedra, 219 p. (in Russian). 

Recharsky, V.I., 1980, Geochemistry of copper–molybdenum deposits of the Lesser Caucasus, in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an international Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, p. 104–108.   

Tarkian, M., and Stribrny, B., 1999, Platinum-group elements in porphyry copper deposits: a reconnaissance study: Mineralogy and Petrology, v. 65, p. 161–183. "
